Date,Time,inches,inches,Raw,Alarm,Date,Time,Date/Time,Storm,Storm Start,Inc. Time,Total Time,Time (Min.),Time(Min.),Precip.(In)
8/4/2005,12:27:35,27.24,0.04,692,,38568,0.519155,38568.519,38568.51916,,0.011689815,0.429525463,618.52,623.52,1.18
8/4/2005,12:41:25,27.28,0.04,693,,38568,0.528762,38568.529,38568.52876,,0.009606481,0.439131944,632.35,637.35,1.22
8/4/2005,13:25:19,27.36,0.08,695,,38568,0.559248,38568.559,38568.55925,,0.030486111,0.469618056,676.25,681.25,1.3
8/4/2005,13:49:27,27.4,0.04,696,,38568,0.576007,38568.576,38568.57601,,0.016759259,0.486377315,700.38,705.38,1.34
8/4/2005,15:23:34,27.44,0.04,697,,38568,0.641366,38568.641,38568.64137,,0.065358796,0.551736111,794.50,799.50,1.38
,,,,,,,,,38568.64136,,,,,0.00,0
9/28/2005,1:28:43,27.99,0.04,711,,38623,0.061609,38623.062,38623.06161,1,0,0,0.00,5.00,0.04
9/28/2005,2:53:02,28.03,0.04,712,,38623,0.120162,38623.120,38623.12016,,0.058553241,0.058553241,84.32,89.32,0.08
9/28/2005,5:34:52,28.07,0.04,713,,38623,0.232546,38623.233,38623.23255,,0.112384259,0.1709375,246.15,251.15,0.12
9/28/2005,9:43:53,28.11,0.04,714,,38623,0.405475,38623.405,38623.40547,,0.172928241,0.343865741,495.17,500.17,0.16
,,,,,,,,,38623.40546,,,,,0.00,0
4/7/2006,7:03:40,31.65,0.04,804,,38814,0.294213,38814.294,38814.29421,1,0,0,0.00,5.00,0.04
4/7/2006,7:18:59,31.69,0.04,805,,38814,0.304850,38814.305,38814.30485,,0.010636574,0.010636574,15.32,20.32,0.08
4/7/2006,8:47:19,31.77,0.08,807,,38814,0.366192,38814.366,38814.36619,,0.061342593,0.071979167,103.65,108.65,0.16
4/7/2006,9:32:15,31.81,0.04,808,,38814,0.397396,38814.397,38814.3974,,0.031203704,0.10318287,148.58,153.58,0.2
4/7/2006,9:41:50,31.85,0.04,809,,38814,0.404051,38814.404,38814.40405,,0.006655093,0.109837963,158.17,163.17,0.24
4/7/2006,9:54:00,31.89,0.04,810,,38814,0.412500,38814.413,38814.4125,,0.008449074,0.118287037,170.33,175.33,0.28
4/7/2006,10:10:43,31.93,0.04,811,,38814,0.424109,38814.424,38814.42411,,0.011608796,0.129895833,187.05,192.05,0.32
4/7/2006,11:31:24,31.97,0.04,812,,38814,0.480139,38814.480,38814.48014,,0.056030093,0.185925926,267.73,272.73,0.36
,,,,,,,,,38814.48013,,,,,0.00,0
4/28/2006,4:43:30,32.13,0.04,816,,38835,0.196875,38835.197,38835.19688,1,0,0,0.00,5.00,0.04
4/28/2006,5:53:11,32.17,0.04,817,,38835,0.245266,38835.245,38835.24527,,0.048391204,0.048391204,69.68,74.68,0.08
4/28/2006,6:31:54,32.2,0.03,818,,38835,0.272153,38835.272,38835.27215,,0.026886574,0.075277778,108.40,113.40,0.11
4/28/2006,7:03:58,32.24,0.04,819,,38835,0.294421,38835.294,38835.29442,,0.022268519,0.097546296,140.47,145.47,0.15
4/28/2006,7:42:07,32.28,0.04,820,,38835,0.320914,38835.321,38835.32091,,0.026493056,0.124039352,178.62,183.62,0.19
4/28/2006,8:18:45,32.32,0.04,821,,38835,0.346354,38835.346,38835.34635,,0.025439815,0.149479167,215.25,220.25,0.23
4/28/2006,9:02:15,32.36,0.04,822,,38835,0.376563,38835.377,38835.37656,,0.030208333,0.1796875,258.75,263.75,0.27
,,,,,,,,,38835.37655,,,,,0.00,0
4/30/2006,23:17:06,32.4,0.04,823,,38837,0.970208,38837.970,38837.97021,1,0,0,0.00,5.00,0.04
4/30/2006,23:18:59,32.44,0.04,824,,38837,0.971516,38837.972,38837.97152,,0.00130787,0.00130787,1.88,6.88,0.08
4/30/2006,23:20:30,32.48,0.04,825,,38837,0.972569,38837.973,38837.97257,,0.001053241,0.002361111,3.40,8.40,0.12
,,,,,,,,,38837.97256,,,,,0.00,0
6/24/2006,18:55:27,33.03,0.08,839,,38892,0.788507,38892.789,38892.78851,1,0,0,0.00,5.00,0.08
6/24/2006,18:56:09,33.07,0.04,840,,38892,0.788993,38892.789,38892.78899,,0.000486111,0.000486111,0.70,5.70,0.12
6/24/2006,19:00:30,33.11,0.04,841,,38892,0.792014,38892.792,38892.79201,,0.003020833,0.003506944,5.05,10.05,0.16
6/24/2006,19:07:05,33.15,0.04,842,,38892,0.796586,38892.797,38892.79659,,0.004571759,0.008078704,11.63,16.63,0.2
6/24/2006,19:16:21,33.19,0.04,843,,38892,0.803021,38892.803,38892.80302,,0.006435185,0.014513889,20.90,25.90,0.24
,,,,,,,,,38892.80301,,,,,0.00,0
7/2/2006,17:28:25,33.23,0.04,844,,38900,0.728067,38900.728,38900.72807,1,0,0,0.00,5.00,0.04
7/2/2006,17:38:53,33.27,0.04,845,,38900,0.735336,38900.735,38900.73534,,0.007268519,0.007268519,10.47,15.47,0.08
7/2/2006,17:42:23,33.31,0.04,846,,38900,0.737766,38900.738,38900.73777,,0.002430556,0.009699074,13.97,18.97,0.12
7/2/2006,17:43:44,33.35,0.04,847,,38900,0.738704,38900.739,38900.7387,,0.0009375,0.010636574,15.32,20.32,0.16
7/2/2006,17:46:25,33.39,0.04,848,,38900,0.740567,38900.741,38900.74057,,0.001863426,0.0125,18.00,23.00,0.2
7/2/2006,17:49:43,33.43,0.04,849,,38900,0.742859,38900.743,38900.74286,,0.002291667,0.014791667,21.30,26.30,0.24
7/2/2006,18:15:15,33.46,0.03,850,,38900,0.760590,38900.761,38900.76059,,0.017731481,0.032523148,46.83,51.83,0.27
,,,,,,,,,38900.76058,,,,,0.00,0
7/4/2006,20:30:21,33.58,0.04,853,,38902,0.854410,38902.854,38902.85441,1,0,0,0.00,5.00,0.04
7/4/2006,20:42:17,33.62,0.04,854,,38902,0.862697,38902.863,38902.8627,,0.008287037,0.008287037,11.93,16.93,0.08
7/4/2006,21:03:28,33.66,0.04,855,,38902,0.877407,38902.877,38902.87741,,0.014710648,0.022997685,33.12,38.12,0.12
7/4/2006,21:20:57,33.7,0.04,856,,38902,0.889549,38902.890,38902.88955,,0.012141204,0.035138889,50.60,55.60,0.16
7/4/2006,21:48:42,33.74,0.04,857,,38902,0.908819,38902.909,38902.90882,,0.019270833,0.054409722,78.35,83.35,0.2
7/4/2006,22:23:52,33.78,0.04,858,,38902,0.933241,38902.933,38902.93324,,0.024421296,0.078831019,113.52,118.52,0.24
,,,,,,,,,38902.93323,,,,,0.00,0
7/7/2006,20:18:52,33.86,0.04,860,,38905,0.846435,38905.846,38905.84644,1,0,0,0.00,5.00,0.04
7/7/2006,20:32:05,33.9,0.04,861,,38905,0.855613,38905.856,38905.85561,,0.009178241,0.009178241,13.22,18.22,0.08
7/7/2006,20:49:46,33.94,0.04,862,,38905,0.867894,38905.868,38905.86789,,0.012280093,0.021458333,30.90,35.90,0.12
7/7/2006,21:12:38,33.98,0.04,863,,38905,0.883773,38905.884,38905.88377,,0.01587963,0.037337963,53.77,58.77,0.16
7/7/2006,21:30:58,34.02,0.04,864,,38905,0.896505,38905.897,38905.8965,,0.012731481,0.050069444,72.10,77.10,0.2
7/7/2006,21:47:53,34.06,0.04,865,,38905,0.908252,38905.908,38905.90825,,0.011747685,0.06181713,89.02,94.02,0.24
,,,,,,,,,38905.90824,,,,,0.00,0
7/8/2006,11:44:45,34.13,0.04,867,,38906,0.489410,38906.489,38906.48941,1,0,0,0.00,5.00,0.04
7/8/2006,12:00:39,34.17,0.04,868,,38906,0.500451,38906.500,38906.50045,,0.011041667,0.011041667,15.90,20.90,0.08
7/8/2006,12:21:00,34.25,0.08,870,,38906,0.514583,38906.515,38906.51458,,0.014131944,0.025173611,36.25,41.25,0.16
7/8/2006,12:31:25,34.29,0.04,871,,38906,0.521817,38906.522,38906.52182,,0.007233796,0.032407407,46.67,51.67,0.2
7/8/2006,12:34:54,34.33,0.04,872,,38906,0.524236,38906.524,38906.52424,,0.002418981,0.034826389,50.15,55.15,0.24
7/8/2006,12:41:28,34.37,0.04,873,,38906,0.528796,38906.529,38906.5288,,0.004560185,0.039386574,56.72,61.72,0.28
7/8/2006,13:03:28,34.41,0.04,874,,38906,0.544074,38906.544,38906.54407,,0.015277778,0.054664352,78.72,83.72,0.32
,,,,,,,,,38906.54406,,,,,0.00,0
7/8/2006,22:50:21,34.45,0.04,875,,38906,0.951632,38906.952,38906.95163,1,0,0,0.00,5.00,0.04
7/8/2006,23:07:38,34.49,0.04,876,,38906,0.963634,38906.964,38906.96363,,0.012002315,0.012002315,17.28,22.28,0.08
7/8/2006,23:27:57,34.53,0.04,877,,38906,0.977743,38906.978,38906.97774,,0.014108796,0.026111111,37.60,42.60,0.12
,,,,,,,,,38906.97773,,,,,0.00,0
7/9/2006,0:10:50,34.57,0.04,878,,38907,0.007523,38907.008,38907.00752,1,0,0,0.00,5.00,0.04
7/9/2006,0:41:02,34.61,0.04,879,,38907,0.028495,38907.028,38907.0285,,0.020972222,0.020972222,30.20,35.20,0.08
7/9/2006,1:35:41,34.65,0.04,880,,38907,0.066447,38907.066,38907.06645,,0.037951389,0.058923611,84.85,89.85,0.12
7/9/2006,1:47:48,34.69,0.04,881,,38907,0.074861,38907.075,38907.07486,,0.008414352,0.067337963,96.97,101.97,0.16
7/9/2006,2:01:07,34.72,0.03,882,,38907,0.084109,38907.084,38907.08411,,0.009247685,0.076585648,110.28,115.28,0.19
7/9/2006,2:11:34,34.76,0.04,883,,38907,0.091366,38907.091,38907.09137,,0.007256944,0.083842593,120.73,125.73,0.23
7/9/2006,2:26:39,34.8,0.04,884,,38907,0.101840,38907.102,38907.10184,,0.010474537,0.09431713,135.82,140.82,0.27
,,,,,,,,,38907.10183,,,,,0.00,0
7/9/2006,14:09:10,35.04,0.04,890,,38907,0.589699,38907.590,38907.5897,1,0,0,0.00,5.00,0.04
7/9/2006,14:55:21,35.08,0.04,891,,38907,0.621771,38907.622,38907.62177,,0.032071759,0.032071759,46.18,51.18,0.08
7/9/2006,15:26:57,35.12,0.04,892,,38907,0.643715,38907.644,38907.64372,,0.021944444,0.054016204,77.78,82.78,0.12
,,,,,,,,,38907.64371,,,,,0.00,0
7/26/2006,15:35:37,35.24,0.04,895,,38924,0.649734,38924.650,38924.64973,1,0,0,0.00,5.00,0.04
7/26/2006,15:40:47,35.28,0.04,896,,38924,0.653322,38924.653,38924.65332,,0.003587963,0.003587963,5.17,10.17,0.08
7/26/2006,15:42:41,35.31,0.03,897,,38924,0.654641,38924.655,38924.65464,,0.001319444,0.004907407,7.07,12.07,0.11
7/26/2006,15:44:41,35.35,0.04,898,,38924,0.656030,38924.656,38924.65603,,0.001388889,0.006296296,9.07,14.07,0.15
7/26/2006,15:45:47,35.39,0.04,899,,38924,0.656794,38924.657,38924.65679,,0.000763889,0.007060185,10.17,15.17,0.19
7/26/2006,15:48:10,35.43,0.04,900,,38924,0.658449,38924.658,38924.65845,,0.001655093,0.008715278,12.55,17.55,0.23
7/26/2006,15:50:37,35.47,0.04,901,,38924,0.660150,38924.660,38924.66015,,0.001701389,0.010416667,15.00,20.00,0.27
7/26/2006,15:52:07,35.51,0.04,902,,38924,0.661192,38924.661,38924.66119,,0.001041667,0.011458333,16.50,21.50,0.31
7/26/2006,15:54:11,35.55,0.04,903,,38924,0.662627,38924.663,38924.66263,,0.001435185,0.012893519,18.57,23.57,0.35
7/26/2006,15:57:10,35.59,0.04,904,,38924,0.664699,38924.665,38924.6647,,0.002071759,0.014965278,21.55,26.55,0.39
7/26/2006,15:58:15,35.63,0.04,905,,38924,0.665451,38924.665,38924.66545,,0.000752315,0.015717593,22.63,27.63,0.43
7/26/2006,16:00:04,35.67,0.04,906,,38924,0.666713,38924.667,38924.66671,,0.001261574,0.016979167,24.45,29.45,0.47
7/26/2006,16:11:13,35.71,0.04,907,,38924,0.674456,38924.674,38924.67446,,0.007743056,0.024722222,35.60,40.60,0.51
,,,,,,,,,38924.67445,,,,,0.00,0
8/3/2006,9:58:32,35.75,0.04,908,,38932,0.415648,38932.416,38932.41565,1,0,0,0.00,5.00,0.04
8/3/2006,10:00:46,35.79,0.04,909,,38932,0.417199,38932.417,38932.4172,,0.001550926,0.001550926,2.23,7.23,0.08
8/3/2006,10:03:46,35.83,0.04,910,,38932,0.419282,38932.419,38932.41928,,0.002083333,0.003634259,5.23,10.23,0.12
8/3/2006,10:05:35,35.87,0.04,911,,38932,0.420544,38932.421,38932.42054,,0.001261574,0.004895833,7.05,12.05,0.16
8/3/2006,10:08:01,35.91,0.04,912,,38932,0.422234,38932.422,38932.42223,,0.001689815,0.006585648,9.48,14.48,0.2
,,,,,,,,,38932.42222,,,,,0.00,0
8/6/2006,0:08:37,36.06,0.04,916,,38935,0.005984,38935.006,38935.00598,1,0,0,0.00,5.00,0.04
8/6/2006,0:36:08,36.1,0.04,917,,38935,0.025093,38935.025,38935.02509,,0.019108796,0.019108796,27.52,32.52,0.08
8/6/2006,1:05:28,36.14,0.04,918,,38935,0.045463,38935.045,38935.04546,,0.02037037,0.039479167,56.85,61.85,0.12
,,,,,,,,,38935.04545,,,,,0.00,0
8/13/2006,20:06:49,36.3,0.04,922,,38942,0.838067,38942.838,38942.83807,1,0,0,0.00,5.00,0.04
8/13/2006,20:20:42,36.34,0.04,923,,38942,0.847708,38942.848,38942.84771,,0.009641204,0.009641204,13.88,18.88,0.08
8/13/2006,20:29:50,36.38,0.04,924,,38942,0.854051,38942.854,38942.85405,,0.006342593,0.015983796,23.02,28.02,0.12
8/13/2006,20:58:06,36.42,0.04,925,,38942,0.873681,38942.874,38942.87368,,0.01962963,0.035613426,51.28,56.28,0.16
8/13/2006,21:45:00,36.46,0.04,926,,38942,0.906250,38942.906,38942.90625,,0.032569444,0.06818287,98.18,103.18,0.2
,,,,,,,,,38942.90624,,,,,0.00,0
8/16/2006,20:29:48,36.5,0.04,927,,38945,0.854028,38945.854,38945.85403,1,0,0,0.00,5.00,0.04
8/16/2006,20:31:41,36.54,0.04,928,,38945,0.855336,38945.855,38945.85534,,0.00130787,0.00130787,1.88,6.88,0.08
8/16/2006,20:32:33,36.57,0.03,929,,38945,0.855938,38945.856,38945.85594,,0.000601852,0.001909722,2.75,7.75,0.11
8/16/2006,20:33:25,36.61,0.04,930,,38945,0.856539,38945.857,38945.85654,,0.000601852,0.002511574,3.62,8.62,0.15
8/16/2006,20:36:26,36.65,0.04,931,,38945,0.858634,38945.859,38945.85863,,0.002094907,0.004606481,6.63,11.63,0.19
8/16/2006,20:37:26,36.69,0.04,932,,38945,0.859329,38945.859,38945.85933,,0.000694444,0.005300926,7.63,12.63,0.23
8/16/2006,20:47:02,36.77,0.08,934,,38945,0.865995,38945.866,38945.866,,0.006666667,0.011967593,17.23,22.23,0.31
,,,,,,,,,38945.86599,,,,,0.00,0
8/17/2006,13:30:32,36.81,0.04,935,,38946,0.562870,38946.563,38946.56287,1,0,0,0.00,5.00,0.04
8/17/2006,13:32:05,36.85,0.04,936,,38946,0.563947,38946.564,38946.56395,,0.001076389,0.001076389,1.55,6.55,0.08
8/17/2006,14:43:20,36.89,0.04,937,,38946,0.613426,38946.613,38946.61343,,0.049479167,0.050555556,72.80,77.80,0.12
8/17/2006,14:44:07,36.93,0.04,938,,38946,0.613970,38946.614,38946.61397,,0.000543981,0.051099537,73.58,78.58,0.16
8/17/2006,14:46:36,36.97,0.04,939,,38946,0.615694,38946.616,38946.61569,,0.001724537,0.052824074,76.07,81.07,0.2
,,,,,,,,,38946.61568,,,,,0.00,0
8/19/2006,16:26:36,37.09,0.04,942,,38948,0.685139,38948.685,38948.68514,1,0,0,0.00,5.00,0.04
8/19/2006,16:38:29,37.13,0.04,943,,38948,0.693391,38948.693,38948.69339,,0.008252315,0.008252315,11.88,16.88,0.08
8/19/2006,16:43:39,37.17,0.04,944,,38948,0.696979,38948.697,38948.69698,,0.003587963,0.011840278,17.05,22.05,0.12
8/19/2006,16:47:32,37.2,0.03,945,,38948,0.699676,38948.700,38948.69968,,0.002696759,0.014537037,20.93,25.93,0.15
8/19/2006,16:57:39,37.24,0.04,946,,38948,0.706701,38948.707,38948.7067,,0.007025463,0.0215625,31.05,36.05,0.19
,,,,,,,,,38948.70669,,,,,0.00,0
8/19/2006,18:22:15,37.28,0.04,947,,38948,0.765451,38948.765,38948.76545,1,0,0,0.00,5.00,0.04
8/19/2006,18:36:10,37.32,0.04,948,,38948,0.775116,38948.775,38948.77512,,0.009664352,0.009664352,13.92,18.92,0.08
8/19/2006,18:52:37,37.36,0.04,949,,38948,0.786539,38948.787,38948.78654,,0.011423611,0.021087963,30.37,35.37,0.12
8/19/2006,19:15:12,37.4,0.04,950,,38948,0.802222,38948.802,38948.80222,,0.01568287,0.036770833,52.95,57.95,0.16
,,,,,,,,,38948.80221,,,,,0.00,0
9/21/2006,1:21:25,37.76,0.04,959,,38981,0.056539,38981.057,38981.05654,1,0,0,0.00,5.00,0.04
9/21/2006,1:50:37,37.8,0.04,960,,38981,0.076817,38981.077,38981.07682,,0.020277778,0.020277778,29.20,34.20,0.08
9/21/2006,2:22:35,37.83,0.03,961,,38981,0.099016,38981.099,38981.09902,,0.022199074,0.042476852,61.17,66.17,0.11
9/21/2006,2:43:45,37.87,0.04,962,,38981,0.113715,38981.114,38981.11372,,0.014699074,0.057175926,82.33,87.33,0.15
9/21/2006,3:19:51,37.91,0.04,963,,38981,0.138785,38981.139,38981.13878,,0.025069444,0.08224537,118.43,123.43,0.19
9/21/2006,4:03:42,37.95,0.04,964,,38981,0.169236,38981.169,38981.16924,,0.030451389,0.112696759,162.28,167.28,0.23
9/21/2006,5:09:19,37.99,0.04,965,,38981,0.214803,38981.215,38981.2148,,0.04556713,0.158263889,227.90,232.90,0.27
9/21/2006,5:55:56,38.03,0.04,966,,38981,0.247176,38981.247,38981.24718,,0.032372685,0.190636574,274.52,279.52,0.31
9/21/2006,6:54:14,38.07,0.04,967,,38981,0.287662,38981.288,38981.28766,,0.040486111,0.231122685,332.82,337.82,0.35
9/21/2006,7:20:56,38.11,0.04,968,,38981,0.306204,38981.306,38981.3062,,0.018541667,0.249664352,359.52,364.52,0.39
,,,,,,,,,38981.30619,,,,,0.00,0
4/8/2007,10:24:09,42.13,0.04,1070,,39180,0.433438,39180.433,39180.43344,1,0,0,0.00,5.00,0.04
4/8/2007,11:04:03,42.17,0.04,1071,,39180,0.461146,39180.461,39180.46115,,0.027708333,0.027708333,39.90,44.90,0.08
4/8/2007,11:23:06,42.2,0.03,1072,,39180,0.474375,39180.474,39180.47438,,0.013229167,0.0409375,58.95,63.95,0.11
,,,,,,,,,39180.47437,,,,,0.00,0
4/16/2007,21:40:36,42.32,0.04,1075,,39188,0.903194,39188.903,39188.90319,1,0,0,0.00,5.00,0.04
4/16/2007,22:06:34,42.36,0.04,1076,,39188,0.921227,39188.921,39188.92123,,0.018032407,0.018032407,25.97,30.97,0.08
4/16/2007,22:17:46,42.4,0.04,1077,,39188,0.929005,39188.929,39188.929,,0.007777778,0.025810185,37.17,42.17,0.12
4/16/2007,22:28:07,42.44,0.04,1078,,39188,0.936192,39188.936,39188.93619,,0.0071875,0.032997685,47.52,52.52,0.16
,,,,,,,,,39188.93618,,,,,0.00,0
4/17/2007,1:24:13,42.48,0.04,1079,,39189,0.058484,39189.058,39189.05848,1,0,0,0.00,5.00,0.04
4/17/2007,1:58:20,42.52,0.04,1080,,39189,0.082176,39189.082,39189.08218,,0.02369213,0.02369213,34.12,39.12,0.08
4/17/2007,2:08:56,42.56,0.04,1081,,39189,0.089537,39189.090,39189.08954,,0.007361111,0.031053241,44.72,49.72,0.12
4/17/2007,2:30:35,42.6,0.04,1082,,39189,0.104572,39189.105,39189.10457,,0.015034722,0.046087963,66.37,71.37,0.16
4/17/2007,3:11:44,42.64,0.04,1083,,39189,0.133148,39189.133,39189.13315,,0.028576389,0.074664352,107.52,112.52,0.2
,,,,,,,,,39189.13314,,,,,0.00,0
4/24/2007,0:53:51,42.76,0.04,1086,,39196,0.037396,39196.037,39196.0374,1,0,0,0.00,5.00,0.04
4/24/2007,1:06:46,42.8,0.04,1087,,39196,0.046366,39196.046,39196.04637,,0.008969907,0.008969907,12.92,17.92,0.08
4/24/2007,1:24:23,42.83,0.03,1088,,39196,0.058600,39196.059,39196.0586,,0.012233796,0.021203704,30.53,35.53,0.11
4/24/2007,2:43:58,42.87,0.04,1089,,39196,0.113866,39196.114,39196.11387,,0.055266204,0.076469907,110.12,115.12,0.15
4/24/2007,3:30:59,42.91,0.04,1090,,39196,0.146516,39196.147,39196.14652,,0.032650463,0.10912037,157.13,162.13,0.19
4/24/2007,4:48:39,42.95,0.04,1091,,39196,0.200451,39196.200,39196.20045,,0.053935185,0.163055556,234.80,239.80,0.23
4/24/2007,5:07:05,42.99,0.04,1092,,39196,0.213252,39196.213,39196.21325,,0.012800926,0.175856481,253.23,258.23,0.27
4/24/2007,5:25:51,43.07,0.08,1094,,39196,0.226285,39196.226,39196.22628,,0.013032407,0.188888889,272.00,277.00,0.35
4/24/2007,5:36:03,43.11,0.04,1095,,39196,0.233368,39196.233,39196.23337,,0.007083333,0.195972222,282.20,287.20,0.39
4/24/2007,5:47:11,43.15,0.04,1096,,39196,0.241100,39196.241,39196.2411,,0.007731481,0.203703704,293.33,298.33,0.43
4/24/2007,5:58:34,43.19,0.04,1097,,39196,0.249005,39196.249,39196.249,,0.007905093,0.211608796,304.72,309.72,0.47
4/24/2007,6:10:50,43.23,0.04,1098,,39196,0.257523,39196.258,39196.25752,,0.008518519,0.220127315,316.98,321.98,0.51
4/24/2007,6:48:09,43.31,0.08,1100,,39196,0.283438,39196.283,39196.28344,,0.025914352,0.246041667,354.30,359.30,0.59
4/24/2007,7:08:46,43.35,0.04,1101,,39196,0.297755,39196.298,39196.29775,,0.01431713,0.260358796,374.92,379.92,0.63
4/24/2007,7:28:37,43.39,0.04,1102,,39196,0.311539,39196.312,39196.31154,,0.013784722,0.274143519,394.77,399.77,0.67
4/24/2007,7:42:53,43.43,0.04,1103,,39196,0.321447,39196.321,39196.32145,,0.009907407,0.284050926,409.03,414.03,0.71
4/24/2007,7:58:04,43.46,0.03,1104,,39196,0.331991,39196.332,39196.33199,,0.010543981,0.294594907,424.22,429.22,0.74
4/24/2007,8:06:47,43.5,0.04,1105,,39196,0.338044,39196.338,39196.33804,,0.006053241,0.300648148,432.93,437.93,0.78
4/24/2007,8:12:55,43.54,0.04,1106,,39196,0.342303,39196.342,39196.3423,,0.004259259,0.304907407,439.07,444.07,0.82
4/24/2007,8:20:56,43.58,0.04,1107,,39196,0.347870,39196.348,39196.34787,,0.00556713,0.310474537,447.08,452.08,0.86
4/24/2007,8:32:38,43.62,0.04,1108,,39196,0.355995,39196.356,39196.356,,0.008125,0.318599537,458.78,463.78,0.9
4/24/2007,8:47:12,43.66,0.04,1109,,39196,0.366111,39196.366,39196.36611,,0.010115741,0.328715278,473.35,478.35,0.94
4/24/2007,9:00:06,43.7,0.04,1110,,39196,0.375069,39196.375,39196.37507,,0.008958333,0.337673611,486.25,491.25,0.98
4/24/2007,9:13:59,43.74,0.04,1111,,39196,0.384711,39196.385,39196.38471,,0.009641204,0.347314815,500.13,505.13,1.02
4/24/2007,9:26:01,43.78,0.04,1112,,39196,0.393067,39196.393,39196.39307,,0.008356481,0.355671296,512.17,517.17,1.06
4/24/2007,9:38:01,43.82,0.04,1113,,39196,0.401400,39196.401,39196.4014,,0.008333333,0.36400463,524.17,529.17,1.1
4/24/2007,9:49:43,43.86,0.04,1114,,39196,0.409525,39196.410,39196.40953,,0.008125,0.37212963,535.87,540.87,1.14
4/24/2007,10:00:51,43.9,0.04,1115,,39196,0.417257,39196.417,39196.41726,,0.007731481,0.379861111,547.00,552.00,1.18
4/24/2007,10:17:55,43.94,0.04,1116,,39196,0.429109,39196.429,39196.42911,,0.011851852,0.391712963,564.07,569.07,1.22
4/24/2007,10:34:08,43.98,0.04,1117,,39196,0.440370,39196.440,39196.44037,,0.011261574,0.402974537,580.28,585.28,1.26
4/24/2007,10:55:17,44.02,0.04,1118,,39196,0.455058,39196.455,39196.45506,,0.0146875,0.417662037,601.43,606.43,1.3
4/24/2007,11:11:40,44.06,0.04,1119,,39196,0.466435,39196.466,39196.46644,,0.011377315,0.429039352,617.82,622.82,1.34
4/24/2007,11:50:07,44.13,0.07,1121,,39196,0.493137,39196.493,39196.49314,,0.026701389,0.455740741,656.27,661.27,1.41
4/24/2007,12:03:18,44.17,0.04,1122,,39196,0.502292,39196.502,39196.50229,,0.009155093,0.464895833,669.45,674.45,1.45
4/24/2007,12:30:27,44.21,0.04,1123,,39196,0.521146,39196.521,39196.52115,,0.018854167,0.48375,696.60,701.60,1.49
4/24/2007,14:00:58,44.29,0.08,1125,,39196,0.584005,39196.584,39196.584,,0.062858796,0.546608796,787.12,792.12,1.57
4/24/2007,14:37:10,44.33,0.04,1126,,39196,0.609144,39196.609,39196.60914,,0.025138889,0.571747685,823.32,828.32,1.61
4/24/2007,15:19:46,44.37,0.04,1127,,39196,0.638727,39196.639,39196.63873,,0.029583333,0.601331019,865.92,870.92,1.65
4/24/2007,15:39:42,44.41,0.04,1128,,39196,0.652569,39196.653,39196.65257,,0.013842593,0.615173611,885.85,890.85,1.69
4/24/2007,15:53:58,44.45,0.04,1129,,39196,0.662477,39196.662,39196.66248,,0.009907407,0.625081019,900.12,905.12,1.73
4/24/2007,16:09:18,44.49,0.04,1130,,39196,0.673125,39196.673,39196.67313,,0.010648148,0.635729167,915.45,920.45,1.77
4/24/2007,16:22:26,44.53,0.04,1131,,39196,0.682245,39196.682,39196.68225,,0.00912037,0.644849537,928.58,933.58,1.81
4/24/2007,16:36:34,44.57,0.04,1132,,39196,0.692060,39196.692,39196.69206,,0.009814815,0.654664352,942.72,947.72,1.85
4/24/2007,16:57:58,44.61,0.04,1133,,39196,0.706921,39196.707,39196.70692,,0.014861111,0.669525463,964.12,969.12,1.89
4/24/2007,17:12:22,44.65,0.04,1134,,39196,0.716921,39196.717,39196.71692,,0.01,0.679525463,978.52,983.52,1.93
4/24/2007,17:32:27,44.69,0.04,1135,,39196,0.730868,39196.731,39196.73087,,0.013946759,0.693472222,998.60,1003.60,1.97
4/24/2007,17:56:31,44.72,0.03,1136,,39196,0.747581,39196.748,39196.74758,,0.016712963,0.710185185,1022.67,1027.67,2
4/24/2007,18:24:25,44.76,0.04,1137,,39196,0.766956,39196.767,39196.76696,,0.019375,0.729560185,1050.57,1055.57,2.04
4/24/2007,18:52:09,44.8,0.04,1138,,39196,0.786215,39196.786,39196.78622,,0.019259259,0.748819444,1078.30,1083.30,2.08
4/24/2007,21:08:19,44.84,0.04,1139,,39196,0.880775,39196.881,39196.88078,,0.094560185,0.84337963,1214.47,1219.47,2.12
4/24/2007,21:25:58,44.88,0.04,1140,,39196,0.893032,39196.893,39196.89303,,0.012256944,0.855636574,1232.12,1237.12,2.16
4/24/2007,21:40:19,44.92,0.04,1141,,39196,0.902998,39196.903,39196.903,,0.009965278,0.865601852,1246.47,1251.47,2.2
4/24/2007,21:56:23,44.96,0.04,1142,,39196,0.914155,39196.914,39196.91416,,0.011157407,0.876759259,1262.53,1267.53,2.24
4/24/2007,22:16:02,45,0.04,1143,,39196,0.927801,39196.928,39196.9278,,0.013645833,0.890405093,1282.18,1287.18,2.28
,,,,,,,,,39196.92779,,,,,0.00,0
5/5/2007,21:43:39,45.31,0.03,1151,,39207,0.905313,39207.905,39207.90531,1,0,0,0.00,5.00,0.03
5/5/2007,22:26:28,45.35,0.04,1152,,39207,0.935046,39207.935,39207.93505,,0.029733796,0.029733796,42.82,47.82,0.07
